episode_name_nohomers|episode_link_nohomers|episode_name_norm|episode_name_wikisimpsons|episode_link_wikisimpsons|episode_season
The Wettest Stories Ever Told|https://nohomers.net/forums/index.php?threads/rate-review-the-wettest-stories-ever-told-habf11.22894/|WETTESTSTORIESEVERTOLD|The Wettest Stories Ever Told|https://simpsonswiki.com/wiki/The_Wettest_Stories_Ever_Told|17.0
Girls Just Want to Have Sums|https://nohomers.net/forums/index.php?threads/rate-review-girls-just-want-to-have-sums-habf12.22941/|GIRLSJUSTWANTTOHAVESUMS|Girls Just Want to Have Sums|https://simpsonswiki.com/wiki/Girls_Just_Want_to_Have_Sums|17.0
Regarding Margie|https://nohomers.net/forums/index.php?threads/rate-review-regarding-margie-habf13.22996/|REGARDINGMARGIE|Regarding Margie|https://simpsonswiki.com/wiki/Regarding_Margie|17.0
The Monkey Suit|https://nohomers.net/forums/index.php?threads/rate-review-the-monkey-suit-habf14.23038/|MONKEYSUIT|The Monkey Suit|https://simpsonswiki.com/wiki/The_Monkey_Suit|17.0
Marge and Homer Turn a Couple Play|https://nohomers.net/forums/index.php?threads/rate-review-marge-and-homer-turn-a-couple-play-habf16.23077/|MARGEHOMERTURNACOUPLEPLAY|Marge and Homer Turn a Couple Play|https://simpsonswiki.com/wiki/Marge_and_Homer_Turn_a_Couple_Play|17.0
The Mook, The Chef, The Wife And Her Homer|https://nohomers.net/forums/index.php?threads/rate-and-review-the-mook-the-chef-the-wife-and-her-homer-habf15.23796/|MOOKCHEFWIFEHERHOMER|The Mook, the Chef, the Wife and Her Homer|https://simpsonswiki.com/wiki/The_Mook,_the_Chef,_the_Wife_and_Her_Homer|18.0
Jazzy and the Pussycats|https://nohomers.net/forums/index.php?threads/rate-review-jazzy-and-the-pussycats-habf18.23832/|JAZZYPUSSYCATS|Jazzy and the Pussycats|https://simpsonswiki.com/wiki/Jazzy_and_the_Pussycats|18.0
Please Homer Don't Hammer 'Em|https://nohomers.net/forums/index.php?threads/rate-review-please-homer-dont-hammer-em-habf20.23861/|PLEASEHOMERDONTHAMMEREM|Please Homer, Don't Hammer 'Em|https://simpsonswiki.com/wiki/Please_Homer,_Don%27t_Hammer_%27Em|18.0
Treehouse of Horror XVII|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xvii.24163/|TREEHOUSEOFHORRORXVII|Treehouse of Horror XVII|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XVII|18.0
G. I. (Annoyed Grunt)|https://nohomers.net/forums/index.php?threads/rate-review-g-i-annoyed-grunt-habf21.24202/|GI(ANNOYEDGRUNT)|G.I. (Annoyed Grunt)|https://simpsonswiki.com/wiki/G.I._(Annoyed_Grunt)|18.0
Moe'N'a Lisa|https://nohomers.net/forums/index.php?threads/rate-review-moe-n-a-lisa.24253/|MOENALISA|Moe'N'a Lisa|https://simpsonswiki.com/wiki/Moe%27N%27a_Lisa|18.0
Ice Cream of Margie (With the Light Blue Hair)|https://nohomers.net/forums/index.php?threads/rate-review-ice-cream-of-margie-with-the-light-blue-hair.24291/|ICECREAMOFMARGIE(WITHLIGHTBLUEHAIR)|Ice Cream of Margie (with the Light Blue Hair)|https://simpsonswiki.com/wiki/Ice_Cream_of_Margie_(with_the_Light_Blue_Hair)|18.0
The Haw-Hawed Couple|https://nohomers.net/forums/index.php?threads/rate-review-the-haw-hawed-couple-jabf02.24383/|HAWHAWEDCOUPLE|The Haw-Hawed Couple|https://simpsonswiki.com/wiki/The_Haw-Hawed_Couple|18.0
Kill Gil (Volumes 1 & 2)|https://nohomers.net/forums/index.php?threads/rate-review-kill-gil-volumes-1-2.24413/|KILLGIL(VOLUMES12)|||
The Wife Aquatic|https://nohomers.net/forums/index.php?threads/rate-review-the-wife-aquatic.24501/|WIFEAQUATIC|The Wife Aquatic|https://simpsonswiki.com/wiki/The_Wife_Aquatic|18.0
Revenge is a Dish Best Served 3 Times|https://nohomers.net/forums/index.php?threads/rate-review-revenge-is-a-dish-best-served-three-times-jabf05.24612/|REVENGEISADISHBESTSERVED3TIMES|||
Little Big Girl|https://nohomers.net/forums/index.php?threads/rate-review-little-big-girl-jabf04.24679/|LITTLEBIGGIRL|Little Big Girl|https://simpsonswiki.com/wiki/Little_Big_Girl|18.0
Springfield Up|https://nohomers.net/forums/index.php?threads/rate-review-springfield-up-jabf07.24709/|SPRINGFIELDUP|Springfield Up|https://simpsonswiki.com/wiki/Springfield_Up|18.0
Yokel Chords|https://nohomers.net/forums/index.php?threads/rate-review-yokel-chords-jabf09.24787/|YOKELCHORDS|Yokel Chords|https://simpsonswiki.com/wiki/Yokel_Chords|18.0
Rome-old and Juli-eh|https://nohomers.net/forums/index.php?threads/rate-review-rome-old-and-juli-eh-jabf08.24839/|ROMEOLDJULIEH|Rome-Old and Juli-Eh|https://simpsonswiki.com/wiki/Rome-Old_and_Juli-Eh|18.0
Homerazzi|https://nohomers.net/forums/index.php?threads/rate-review-homerazzi-jabf06.24924/|HOMERAZZI|Homerazzi|https://simpsonswiki.com/wiki/Homerazzi|18.0
Marge Gamer|https://nohomers.net/forums/index.php?threads/rate-review-marge-gamer-jabf10.25076/|MARGEGAMER|Marge Gamer|https://simpsonswiki.com/wiki/Marge_Gamer|18.0
The Boys of Bummer|https://nohomers.net/forums/index.php?threads/rate-review-the-boys-of-bummer-jabf11.25117/|BOYSOFBUMMER|The Boys of Bummer|https://simpsonswiki.com/wiki/The_Boys_of_Bummer|18.0
Crook and Ladder|https://nohomers.net/forums/index.php?threads/rate-review-crook-and-ladder-jabf13.25164/|CROOKLADDER|Crook and Ladder|https://simpsonswiki.com/wiki/Crook_and_Ladder|18.0
Stop Or My Dog Will Shoot|https://nohomers.net/forums/index.php?threads/rate-review-stop-or-my-dog-will-shoot.25222/|STOPORMYDOGWILLSHOOT|Stop, or My Dog Will Shoot!|https://simpsonswiki.com/wiki/Stop,_or_My_Dog_Will_Shoot!|18.0
24 Minutes|https://nohomers.net/forums/index.php?threads/rate-review-24-minutes-jabf14.25277/|24MINUTES|24 Minutes|https://simpsonswiki.com/wiki/24_Minutes|18.0
You Kent Always Say What You Want|https://nohomers.net/forums/index.php?threads/rate-review-you-kent-always-say-what-you-want-jabf15.25278/|YOUKENTALWAYSSAYWHATYOUWANT|You Kent Always Say What You Want|https://simpsonswiki.com/wiki/You_Kent_Always_Say_What_You_Want|18.0
He Loves To Fly and He D'ohs|https://nohomers.net/forums/index.php?threads/r-r-he-loves-to-fly-and-he-dohs-jabf20.26608/|HELOVESTOFLYHE(ANNOYEDGRUNT)S|He Loves to Fly and He D'ohs|https://simpsonswiki.com/wiki/He_Loves_to_Fly_and_He_D%27ohs|19.0
Homer of Seville|https://nohomers.net/forums/index.php?threads/rate-review-homer-of-seville-jabf18.26696/|HOMEROFSEVILLE|The Homer of Seville|https://simpsonswiki.com/wiki/The_Homer_of_Seville|19.0
Midnight Towboy|https://nohomers.net/forums/index.php?threads/rate-review-midnight-towboy-jabf21.26744/|MIDNIGHTTOWBOY|Midnight Towboy|https://simpsonswiki.com/wiki/Midnight_Towboy|19.0
I Don't Wanna Know Why the Caged Bird Sings|https://nohomers.net/forums/index.php?threads/rate-review-i-dont-wanna-know-why-the-caged-bird-sings-jabf19.26788/|IDONTWANNAKNOWWHYCAGEDBIRDSINGS|I Don't Wanna Know Why the Caged Bird Sings|https://simpsonswiki.com/wiki/I_Don%27t_Wanna_Know_Why_the_Caged_Bird_Sings|19.0
Treehouse of Horror XVIII|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xviii-jabf16.26993/|TREEHOUSEOFHORRORXVIII|Treehouse of Horror XVIII|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XVIII|19.0
Little Orphan Millie|https://nohomers.net/forums/index.php?threads/rate-and-review-little-orphan-millie-jabf22.27068/|LITTLEORPHANMILLIE|Little Orphan Millie|https://simpsonswiki.com/wiki/Little_Orphan_Millie|19.0
Husbands and Knives|https://nohomers.net/forums/index.php?threads/rate-and-review-husbands-and-knives-jabf17.27124/|HUSBSKNIVES|Husbands and Knives|https://simpsonswiki.com/wiki/Husbands_and_Knives|19.0
Funeral for a Fiend|https://nohomers.net/forums/index.php?threads/rate-and-review-funeral-for-a-fiend-kabf01.27171/|FUNERALFORAFIEND|Funeral for a Fiend|https://simpsonswiki.com/wiki/Funeral_for_a_Fiend|19.0
Eternal Moonshine of the Simpson Mind|https://nohomers.net/forums/index.php?threads/rate-review-eternal-moonshine-of-the-simpson-mind-kabf02.27335/|ETERNALMOONSHINEOFSIMPSONMIND|Eternal Moonshine of the Simpson Mind|https://simpsonswiki.com/wiki/Eternal_Moonshine_of_the_Simpson_Mind|19.0
E. Pluribus Wiggum|https://nohomers.net/forums/index.php?threads/rate-review-e-pluribus-wiggum-kabf03.27513/|EPLURIBUSWIGGUM|E Pluribus Wiggum|https://simpsonswiki.com/wiki/E_Pluribus_Wiggum|19.0
That 90's Show|https://nohomers.net/forums/index.php?threads/rate-and-review-that-90s-show.27635/|THAT90SSHOW|That '90s Show|https://simpsonswiki.com/wiki/That_%2790s_Show|19.0
Love, Springfieldian Style|https://nohomers.net/forums/index.php?threads/rate-review-love-springfieldian-style-kabf05.27769/|LOVESPRINGFIELDIANSTYLE|Love, Springfieldian Style|https://simpsonswiki.com/wiki/Love,_Springfieldian_Style|19.0
The Debarted|https://nohomers.net/forums/index.php?threads/rate-and-review-the-debarted-kabf06.27895/|DEBARTED|The Debarted|https://simpsonswiki.com/wiki/The_Debarted|19.0
Dial 'N' for Nerder|https://nohomers.net/forums/index.php?threads/rate-review-dial-n-for-nerder-kabf07.27948/|DIALNFORNERDER|"Dial ""N"" for Nerder"|https://simpsonswiki.com/wiki/Dial_%22N%22_for_Nerder|19.0
Smoke on the Daughter|https://nohomers.net/forums/index.php?threads/rate-review-smoke-on-the-daughter-kabf08.28132/|SMOKEONDAUGHTER|Smoke on the Daughter|https://simpsonswiki.com/wiki/Smoke_on_the_Daughter|19.0
Papa Don't Leech|https://nohomers.net/forums/index.php?threads/rate-review-papa-dont-leech-kabf09.28248/|PAPADONTLEECH|Papa Don't Leech|https://simpsonswiki.com/wiki/Papa_Don%27t_Leech|19.0
Apocalypse Cow|https://nohomers.net/forums/index.php?threads/rate-review-apocalypse-cow-kabf10.28340/|APOCALYPSECOW|Apocalypse Cow|https://simpsonswiki.com/wiki/Apocalypse_Cow|19.0
Any Given Sundance|https://nohomers.net/forums/index.php?threads/rate-review-any-given-sundance-kabf11.28382/|ANYGIVENSUNDANCE|Any Given Sundance|https://simpsonswiki.com/wiki/Any_Given_Sundance|19.0
Mona Leaves-a|https://nohomers.net/forums/index.php?threads/rate-review-mona-leaves-a-kabf12.28431/|MONALEAVESA|Mona Leaves-a|https://simpsonswiki.com/wiki/Mona_Leaves-a|19.0
All About Lisa|https://nohomers.net/forums/index.php?threads/rate-and-review-all-about-lisa-kabf13.28472/|ALLABOUTLISA|All About Lisa|https://simpsonswiki.com/wiki/All_About_Lisa|19.0
Sex, Pies, and Idiot Scrapes|https://nohomers.net/forums/index.php?threads/rate-review-sex-pies-and-idiot-scrapes-kabf17.29394/|SEXPIESIDIOTSCRAPES|Sex, Pies and Idiot Scrapes|https://simpsonswiki.com/wiki/Sex,_Pies_and_Idiot_Scrapes|20.0
Lost Verizon|https://nohomers.net/forums/index.php?threads/rate-review-lost-verizon-kabf15.29487/|LOSTVERIZON|Lost Verizon|https://simpsonswiki.com/wiki/Lost_Verizon|20.0
Double, Double, Boy in Trouble|https://nohomers.net/forums/index.php?threads/rate-review-double-double-boy-in-trouble-kabf14.29623/|DOUBLEDOUBLEBOYINTROUBLE|Double, Double, Boy in Trouble|https://simpsonswiki.com/wiki/Double,_Double,_Boy_in_Trouble|20.0
Treehouse of Horror XIX|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xix-kabf16.29826/|TREEHOUSEOFHORRORXIX|Treehouse of Horror XIX|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XIX|20.0
Dangerous Curves|https://nohomers.net/forums/index.php?threads/rate-review-dangerous-curves-kabf18.29954/|DANGEROUSCURVES|Dangerous Curves|https://simpsonswiki.com/wiki/Dangerous_Curves|20.0
Homer and Lisa Exchange Cross Words|https://nohomers.net/forums/index.php?threads/rate-review-homer-and-lisa-exchange-cross-words-kabf19.30051/|HOMERLISAEXCHANGECROSSWORDS|Homer and Lisa Exchange Cross Words|https://simpsonswiki.com/wiki/Homer_and_Lisa_Exchange_Cross_Words|20.0
Mypods and Boomsticks|https://nohomers.net/forums/index.php?threads/rate-review-mypods-and-boomsticks-kabf20.30285/|MYPODSBOOMSTICKS|MyPods and Boomsticks|https://simpsonswiki.com/wiki/MyPods_and_Boomsticks|20.0
The Burns and the Bees|https://nohomers.net/forums/index.php?threads/rate-review-the-burns-and-the-bees-kabf21.30408/|BURNSBEES|The Burns and the Bees|https://simpsonswiki.com/wiki/The_Burns_and_the_Bees|20.0
Lisa the Drama Queen|https://nohomers.net/forums/index.php?threads/rate-review-%E2%80%9Clisa-the-drama-queen-kabf22-%E2%80%9D.30948/|LISADRAMAQUEEN|Lisa the Drama Queen|https://simpsonswiki.com/wiki/Lisa_the_Drama_Queen|20.0
Take My Life, Please|https://nohomers.net/forums/index.php?threads/rate-review-take-my-life-please-labf01.31160/|TAKEMYLIFEPLEASE|Take My Life, Please|https://simpsonswiki.com/wiki/Take_My_Life,_Please|20.0
How The Test Was Won|https://nohomers.net/forums/index.php?threads/rate-review-how-the-test-was-won-labf02.31283/|HOWTESTWASWON|How the Test Was Won|https://simpsonswiki.com/wiki/How_the_Test_Was_Won|20.0
No Loan Again, Naturally|https://nohomers.net/forums/index.php?threads/rate-review-no-loan-again-naturally-labf03.31401/|NOLOANAGAINNATURALLY|No Loan Again, Naturally|https://simpsonswiki.com/wiki/No_Loan_Again,_Naturally|20.0
Gone Maggie Gone|https://nohomers.net/forums/index.php?threads/r-r-gone-maggie-gone-labf04.31500/|GONEMAGGIEGONE|Gone Maggie Gone|https://simpsonswiki.com/wiki/Gone_Maggie_Gone|20.0
In the Name of the Grandfather|https://nohomers.net/forums/index.php?threads/r-r-in-the-name-of-the-grandfather-labf11.31534/|INNAMEOFGRFAR|In the Name of the Grandfather|https://simpsonswiki.com/wiki/In_the_Name_of_the_Grandfather|20.0
Wedding for Disaster|https://nohomers.net/forums/index.php?threads/r-r-wedding-for-disaster-labf05.31731/|WEDDINGFORDISASTER|Wedding for Disaster|https://simpsonswiki.com/wiki/Wedding_for_Disaster|20.0
Eeny Teeny Maya Moe|https://nohomers.net/forums/index.php?threads/rate-review-eeny-teeny-maya-moe-labf06.31805/|EENYTEENYMAYAMOE|Eeny Teeny Maya, Moe|https://simpsonswiki.com/wiki/Eeny_Teeny_Maya,_Moe|20.0
The Good, the Sad and the Drugly|https://nohomers.net/forums/index.php?threads/rate-review-the-good-the-sad-and-the-drugly-labf07.31930/|GOODSADDRUGLY|The Good, the Sad, and the Drugly|https://simpsonswiki.com/wiki/The_Good,_the_Sad,_and_the_Drugly|20.0
Father Knows Worst|https://nohomers.net/forums/index.php?threads/rate-review-father-knows-worst-labf08.31998/|FARKNOWSWORST|Father Knows Worst|https://simpsonswiki.com/wiki/Father_Knows_Worst|20.0
Waverly Hills 9-0-2-1-D'oh|https://nohomers.net/forums/index.php?threads/rate-review-waverly-hills-9-0-2-1-d%E2%80%99oh-labf10.32078/|WAVERLYHILLS9021(ANNOYEDGRUNT)|Waverly Hills 9-0-2-1-D'oh|https://simpsonswiki.com/wiki/Waverly_Hills_9-0-2-1-D%27oh|20.0
Four Great Women and a Manicure|https://nohomers.net/forums/index.php?threads/rate-review-four-great-women-and-a-manicure-labf09.32141/|FOURGREATWOMENAMANICURE|Four Great Women and a Manicure|https://simpsonswiki.com/wiki/Four_Great_Women_and_a_Manicure|20.0
Coming to Homerica|https://nohomers.net/forums/index.php?threads/rate-review-%E2%80%9Ccoming-to-homerica%E2%80%9D-labf12.32216/|COMINGTOHOMERICA|Coming to Homerica|https://simpsonswiki.com/wiki/Coming_to_Homerica|20.0
Homer the Whopper|https://nohomers.net/forums/index.php?threads/rate-review-homer-the-whopper-labf13.33855/|HOMERWHOPPER|Homer the Whopper|https://simpsonswiki.com/wiki/Homer_the_Whopper|21.0
"Bart Gets A ""Z"""|https://nohomers.net/forums/index.php?threads/rate-review-bart-gets-a-z-labf15-now-with-68-more-facebook-hate.33929/|BARTGETSAZ|"Bart Gets a ""Z"""|https://simpsonswiki.com/wiki/Bart_Gets_a_%22Z%22|21.0
The Great Wife Hope|https://nohomers.net/forums/index.php?threads/rate-review-the-great-wife-hope-labf16.33980/|GREATWIFEHOPE|The Great Wife Hope|https://simpsonswiki.com/wiki/The_Great_Wife_Hope|21.0
Treehouse of Horror XX|https://nohomers.net/forums/index.php?threads/r-r-thoh-xx.34053/|TREEHOUSEOFHORRORXX|Treehouse of Horror XX|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XX|21.0
The Devil Wears Nada|https://nohomers.net/forums/index.php?threads/r-r-the-devil-wears-nada.34296/|DEVILWEARSNADA|The Devil Wears Nada|https://simpsonswiki.com/wiki/The_Devil_Wears_Nada|21.0
Pranks and Greens|https://nohomers.net/forums/index.php?threads/r-r-pranks-and-greens.34351/|PRANKSGREENS|Pranks and Greens|https://simpsonswiki.com/wiki/Pranks_and_Greens|21.0
Rednecks and Broomsticks|https://nohomers.net/forums/index.php?threads/rate-review-rednecks-and-broomsticks-labf19-now-with-polls.34404/|REDNECKSBROOMSTICKS|Rednecks and Broomsticks|https://simpsonswiki.com/wiki/Rednecks_and_Broomsticks|21.0
O Brother, Where Bart Thou?|https://nohomers.net/forums/index.php?threads/rate-and-review-o-brother-where-bart-thou-mabf01.34517/|OBRORWHEREBARTTHOU|||
Thursdays with Abie|https://nohomers.net/forums/index.php?threads/rate-review-mabf02-thursdays-with-abie.34719/|THURSDAYSWITHABIE|Thursdays with Abie|https://simpsonswiki.com/wiki/Thursdays_with_Abie|21.0
Once Upon a Time in Springfield|https://nohomers.net/forums/index.php?threads/rate-and-review-labf20-once-upon-a-time-in-springfield.34774/|ONCEUPONATIMEINSPRINGFIELD|Once Upon a Time in Springfield|https://simpsonswiki.com/wiki/Once_Upon_a_Time_in_Springfield|21.0
Million Dollar Maybe|https://nohomers.net/forums/index.php?threads/r-r-million-dollar-maybe.34963/|MILLIONDOLLARMAYBE|Million Dollar Maybe|https://simpsonswiki.com/wiki/Million_Dollar_Maybe|21.0
Boy Meets Curl|https://nohomers.net/forums/index.php?threads/r-r-boy-meets-curl.35100/|BOYMEETSCURL|Boy Meets Curl|https://simpsonswiki.com/wiki/Boy_Meets_Curl|21.0
The Color Yellow|https://nohomers.net/forums/index.php?threads/r-r-the-color-yellow.35159/|COLORYELLOW|The Color Yellow|https://simpsonswiki.com/wiki/The_Color_Yellow|21.0
Postcards from the Wedge|https://nohomers.net/forums/index.php?threads/rate-and-review-postcards-from-the-wedge-mabf04.35324/|POSTCARDSFROMWEDGE|Postcards from the Wedge|https://simpsonswiki.com/wiki/Postcards_from_the_Wedge|21.0
Stealing First Base|https://nohomers.net/forums/index.php?threads/rate-review-stealing-first-base-mabf07.35369/|STEALINGFIRSTBASE|Stealing First Base|https://simpsonswiki.com/wiki/Stealing_First_Base|21.0
The Greatest Story Ever D'ohed|https://nohomers.net/forums/index.php?threads/rate-and-review-the-greatest-story-ever-dohed-mabf10.35421/|GREATESTSTORYEVER(ANNOYEDGRUNT)ED|The Greatest Story Ever D'ohed|https://simpsonswiki.com/wiki/The_Greatest_Story_Ever_D%27ohed|21.0
American History X-Cellent|https://nohomers.net/forums/index.php?threads/rate-and-review-american-history-x-cellent.35514/|AMERICANHISTORYXCELLENT|American History X-cellent|https://simpsonswiki.com/wiki/American_History_X-cellent|21.0
Chief of Hearts|https://nohomers.net/forums/index.php?threads/rate-review-chief-of-hearts-mabf09.35559/|CHIEFOFHEARTS|Chief of Hearts|https://simpsonswiki.com/wiki/Chief_of_Hearts|21.0
The Squirt and the Whale|https://nohomers.net/forums/index.php?threads/rate-and-review-the-squirt-and-the-whale-mabf14.35609/|SQUIRTWHALE|The Squirt and the Whale|https://simpsonswiki.com/wiki/The_Squirt_and_the_Whale|21.0
To Surveil with Love|https://nohomers.net/forums/index.php?threads/rate-and-review-to-surveil-with-love-mabf12.35656/|TOSURVEILWITHLOVE|To Surveil with Love|https://simpsonswiki.com/wiki/To_Surveil_with_Love|21.0
Moe Letter Blues|https://nohomers.net/forums/index.php?threads/rate-review-mabf13-moe-letter-blues.35735/|MOELETTERBLUES|Moe Letter Blues|https://simpsonswiki.com/wiki/Moe_Letter_Blues|21.0
The Bob Next Door|https://nohomers.net/forums/index.php?threads/r-r-the-bob-next-door.35810/|BOBNEXTDOOR|The Bob Next Door|https://simpsonswiki.com/wiki/The_Bob_Next_Door|21.0
Judge Me Tender|https://nohomers.net/forums/index.php?threads/r-r-mabf15-judge-me-tender.35860/|JUDGEMETENDER|Judge Me Tender|https://simpsonswiki.com/wiki/Judge_Me_Tender|21.0
Elementary School Musical|https://nohomers.net/forums/index.php?threads/rate-and-review-elementary-school-musical-mabf21.36588/|ELEMENTARYSCHOOLMUSICAL|Elementary School Musical|https://simpsonswiki.com/wiki/Elementary_School_Musical|22.0
Loan-a Lisa|https://nohomers.net/forums/index.php?threads/r-r-loan-a-lisa.36612/|LOANALISA|Loan-a Lisa|https://simpsonswiki.com/wiki/Loan-a_Lisa|22.0
MoneyBART|https://nohomers.net/forums/index.php?threads/r-r-moneybart.36635/|MONEYBART|MoneyBart|https://simpsonswiki.com/wiki/MoneyBart|22.0
Treehouse of Horror XXI|https://nohomers.net/forums/index.php?threads/rate-and-review-treehouse-of-horror-xxi.36708/|TREEHOUSEOFHORRORXXI|Treehouse of Horror XXI|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXI|22.0
Lisa Simpson, This Isn't Your Life|https://nohomers.net/forums/index.php?threads/rate-and-review-lisa-simpson-this-isnt-your-life-mabf20.36726/|LISASIMPSONTHISISNTYOURLIFE|Lisa Simpson, This Isn't Your Life|https://simpsonswiki.com/wiki/Lisa_Simpson,_This_Isn%27t_Your_Life|22.0
The Fool Monty|https://nohomers.net/forums/index.php?threads/rate-and-review-the-fool-monty-nabf01.36735/|FOOLMONTY|The Fool Monty|https://simpsonswiki.com/wiki/The_Fool_Monty|22.0
How Munched Is That Birdie in the Window?|https://nohomers.net/forums/index.php?threads/rate-and-review-how-munched-is-that-birdie-in-the-window-nabf02.36752/|HOWMUNCHEDISTHATBIRDIEINWINDOW|How Munched Is That Birdie in the Window?|https://simpsonswiki.com/wiki/How_Munched_Is_That_Birdie_in_the_Window%3F|22.0
The Fight Before Christmas|https://nohomers.net/forums/index.php?threads/rate-and-review-the-fight-before-christmas-mabf22.36764/|FIGHTBEFORECHRISTMAS|The Fight Before Christmas|https://simpsonswiki.com/wiki/The_Fight_Before_Christmas|22.0
Donnie Fatso|https://nohomers.net/forums/index.php?threads/rate-and-review-donnie-fatso-mabf19.36779/|DONNIEFATSO|Donnie Fatso|https://simpsonswiki.com/wiki/Donnie_Fatso|22.0
Moms I'd Like to Forget|https://nohomers.net/forums/index.php?threads/rate-and-review-moms-id-like-to-forget-nabf03.36830/|MOMSIDLIKETOFORGET|Moms I'd Like to Forget|https://simpsonswiki.com/wiki/Moms_I%27d_Like_to_Forget|22.0
Flaming Moe|https://nohomers.net/forums/index.php?threads/rate-and-review-flaming-moe-nabf04.36842/|FLAMINGMOE|Flaming Moe|https://simpsonswiki.com/wiki/Flaming_Moe|22.0
Homer the Father|https://nohomers.net/forums/index.php?threads/rate-and-review-homer-the-father-nabf05.36852/|HOMERFAR|Homer the Father|https://simpsonswiki.com/wiki/Homer_the_Father|22.0
The Blue and the Gray|https://nohomers.net/forums/index.php?threads/rate-and-review-the-blue-and-the-gray-nabf06.36883/|BLUEGRAY|The Blue and the Gray|https://simpsonswiki.com/wiki/The_Blue_and_the_Gray|22.0
Angry Dad: The Movie|https://nohomers.net/forums/index.php?threads/rate-and-review-angry-dad-the-movie-nabf07.36893/|ANGRYDADMOVIE|Angry Dad: The Movie|https://simpsonswiki.com/wiki/Angry_Dad:_The_Movie|22.0
The Scorpion's Tale|https://nohomers.net/forums/index.php?threads/rate-and-review-the-scorpions-tale-nabf08.36920/|SCORPIONSTALE|The Scorpion's Tale|https://simpsonswiki.com/wiki/The_Scorpion%27s_Tale|22.0
A Midsummer's Nice Dream|https://nohomers.net/forums/index.php?threads/rate-and-review-a-midsummers-nice-dream-nabf09.36931/|AMIDSUMMERSNICEDREAM|||
Love Is a Many Strangled Thing|https://nohomers.net/forums/index.php?threads/rate-and-review-love-is-a-many-strangled-thing-nabf10.36953/|LOVEISAMANYSTRANGLEDTHING|Love Is a Many-Strangled Thing|https://simpsonswiki.com/wiki/Love_Is_a_Many-Strangled_Thing|22.0
The Great Simpsina|https://nohomers.net/forums/index.php?threads/rate-and-review-the-great-simpsina-nabf11.36974/|GREATSIMPSINA|The Great Simpsina|https://simpsonswiki.com/wiki/The_Great_Simpsina|22.0
The Real Housewives of Fat Tony|https://nohomers.net/forums/index.php?threads/rate-and-review-the-real-housewives-of-fat-tony-nabf12.36988/|REALHOUSEWIVESOFFATTONY|The Real Housewives of Fat Tony|https://simpsonswiki.com/wiki/The_Real_Housewives_of_Fat_Tony|22.0
Homer Scissorhands|https://nohomers.net/forums/index.php?threads/rate-and-review-homer-scissorhands-nabf13.36999/|HOMERSCISSORHS|Homer Scissorhands|https://simpsonswiki.com/wiki/Homer_Scissorhands|22.0
500 Keys|https://nohomers.net/forums/index.php?threads/rate-and-review-500-keys-nabf14.37004/|500KEYS|500 Keys|https://simpsonswiki.com/wiki/500_Keys|22.0
The Ned-liest Catch|https://nohomers.net/forums/index.php?threads/rate-and-review-the-nedliest-catch-nabf15.37010/|NEDLIESTCATCH|The Ned-liest Catch|https://simpsonswiki.com/wiki/The_Ned-liest_Catch|22.0
The Falcon and the D'ohman|https://nohomers.net/forums/index.php?threads/rate-and-review-the-falcon-and-the-dohman-nabf16.37222/|FALCON(ANNOYEDGRUNT)MAN|The Falcon and the D'ohman|https://simpsonswiki.com/wiki/The_Falcon_and_the_D%27ohman|23.0
Bart Stops to Smell the Roosevelts|https://nohomers.net/forums/index.php?threads/rate-and-review-bart-stops-to-smell-the-roosevelts-nabf17.37243/|BARTSTOPSTOSMELLROOSEVELTS|Bart Stops to Smell the Roosevelts|https://simpsonswiki.com/wiki/Bart_Stops_to_Smell_the_Roosevelts|23.0
Treehouse of Horror XXII|https://nohomers.net/forums/index.php?threads/rate-and-review-treehouse-of-horror-xxii-nabf19.37319/|TREEHOUSEOFHORRORXXII|Treehouse of Horror XXII|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXII|23.0
Replaceable You|https://nohomers.net/forums/index.php?threads/rate-and-review-replaceable-you-nabf21.37341/|REPLACEABLEYOU|Replaceable You|https://simpsonswiki.com/wiki/Replaceable_You|23.0
The Food Wife|https://nohomers.net/forums/index.php?threads/rate-and-review-the-food-wife-nabf20.37320/|FOODWIFE|The Food Wife|https://simpsonswiki.com/wiki/The_Food_Wife|23.0
The Book Job|https://nohomers.net/forums/index.php?threads/rate-and-review-the-book-job-nabf22.37368/|BOOKJOB|The Book Job|https://simpsonswiki.com/wiki/The_Book_Job|23.0
The Man in the Blue Flannel Pants|https://nohomers.net/forums/index.php?threads/rate-and-review-%E2%80%9Cthe-man-in-the-blue-flannel-pants%E2%80%9D-pabf01.37386/|MANINBLUEFLANNELPANTS|The Man in the Blue Flannel Pants|https://simpsonswiki.com/wiki/The_Man_in_the_Blue_Flannel_Pants|23.0
